"CLIENT_ID","NAME","EMAIL","AGE","TYPE","ACCOUNT_ID","STATE_NAME","REGION","DIVISION","CARD_TYPE","ACTIVE_YEARS","ACTIVE_MONTHS","LOAN_AMOUNT","LOAN_DURATION","LOAN_PAYEMENTS","LOAN_STATUS","CRMEVENT_COUNT","E_MAIL","FAX","PHONE","REFERRAL","WEB","POSTAL_MAIL","CLOSED","CLOSED_WITH_EXPLANATION","CLOSED_WITH_MONETARY_RELIEF","CLOSED_WITH_RELIEF","CLOSED_WITHOUT_RELIEF","IN_PROGRESS","UNTIMELY_RESPONSE","TRANS_COUNT","TOTAL_BALANCE","AVG_ANNUAL_INCOME","AVG_MONTHLY_INCOME","CLIENT_CATERGORY","TOTAL_PAYMENTS","HOUSEHOLD_PAYMENT","INSURANCE_PAYMENT","LEASING_PAYMENT","LOAN_PAYMENT","OTHER_PAYMENTS","SEX"
"C00003256","Jacoby Gerald Doyle","jacoby.doyle@gmail.com",23,"Owner","A00002698","Vermont","Northeast","New England","VISA Signature",2,29,0,0,0,"No Loan",3,0,0,1,0,2,0,0,2,1,0,0,0,0,37,118764,59382,4095.31,"Middle Income",0,0,0,0,0,0,"Male"
"C00003257","Logan Naima Mcghee","logan.mcghee@outlook.com",21,"Owner","A00002699","Connecticut","Northeast","New England","VISA Standard",2,34,231168,48,4816,"C",4,0,0,1,1,2,0,1,2,0,1,0,0,0,180,4205367,2102683.5,123687.26,"High Networth",9221,3743,0,0,4816,662,"Female"
"C00003258","Camryn Bernadette Painter","camryn.painter@gmail.com",39,"Owner","A00002700","Illinois","Northeast","East North Central","No Card",5,71,0,0,0,"No Loan",6,0,0,1,1,4,0,0,5,1,0,0,0,0,505,13182081,2636416.2,185663.11,"High Networth",14796,5221,1123,0,0,8452,"Female"
"C00003259","Allan Kole Mclaughlin","allan.mclaughlin@hotmail.com",49,"Owner","A00002701","Massachusetts","Northeast","New England","VISA Signature",6,75,0,0,0,"No Loan",4,0,0,2,1,1,0,0,3,0,1,0,0,0,440,5006069,834344.83,66747.59,"High Networth",6250,489,0,0,0,5761,"Male"
"C00003260","Annabella Chasity Siegel","annabella.siegel@gmail.com",57,"Owner","A00002702","Illinois","Northeast","East North Central","VISA Signature",3,45,0,0,0,"No Loan",4,0,0,1,1,2,0,0,4,0,0,0,0,0,210,2764281,921427,61428.47,"High Networth",3566,3537,0,0,0,29,"Female"
"C00003261","Jagger Dash Rojas","jagger.rojas@gmail.com",49,"User","A00002702","Illinois","Northeast","East North Central","No Card",3,45,0,0,0,"No Loan",1,0,0,0,0,1,0,0,0,1,0,0,0,0,210,2764281,921427,61428.47,"High Networth",3566,3537,0,0,0,29,"Male"
"C00003262","Dylan Kynslee Bower","dylan.bower@outlook.com",58,"Owner","A00002703","Massachusetts","Northeast","New England","No Card",2,24,0,0,0,"No Loan",5,0,0,1,0,4,0,0,3,1,1,0,0,0,49,352790,176395,14699.58,"Upper-Middle Income",2082,2082,0,0,0,0,"Female"
"C00003264","Elle Aracely Purcell","elle.aracely.purcell@gmail.com",49,"Owner","A00002705","Connecticut","Northeast","New England","No Card",6,76,93888,36,2608,"A",1,0,0,1,0,0,0,0,1,0,0,0,0,0,440,5095868,849311.33,67050.89,"High Networth",13331.2,10723,0,0,2608.2,0,"Female"
"C00003267","Forrest Lachlan Stevenson","forrest.stevenson@hotmail.com",48,"Owner","A00002707","Massachusetts","Northeast","New England","VISA Signature",4,59,0,0,0,"No Loan",8,0,0,0,5,3,0,1,3,1,1,0,0,0,382,5237044,1309261,88763.46,"High Networth",5578,3032,0,0,0,2546,"Male"
"C00003268","Yaretzi Ayesha Aguilera","yaretzi.aguilera@outlook.com",43,"Owner","A00002708","New York","Northeast","Middle Atlantic","VISA Signature",3,43,0,0,0,"No Loan",3,0,0,0,1,2,0,0,3,0,0,0,0,0,157,270630,90210,6293.72,"Middle Income",0,0,0,0,0,0,"Female"
"C00003269","Guillermo Shaun Singh","guillermo.singh@yahoo.com",25,"Owner","A00002709","Florida","South","South Atlantic","No Card",3,36,0,0,0,"No Loan",5,0,0,0,1,4,0,0,2,1,0,2,0,0,157,1517392,505797.33,42149.78,"High Networth",2024,1969,16,0,0,39,"Male"
"C00003271","Ariella Beverly Norwood","ariella.norwood@gmail.com",58,"Owner","A00002711","Massachusetts","Northeast","New England","No Card",6,77,0,0,0,"No Loan",2,0,0,0,0,2,0,0,2,0,0,0,0,0,396,2741196,456866,35599.95,"High Income",8171,7300,0,871,0,0,"Female"
"C00003272","Zara Blythe Sheridan","zara.sheridan@outlook.com",79,"Owner","A00002712","Massachusetts","Northeast","New England","No Card",6,79,0,0,0,"No Loan",5,0,0,1,2,2,0,0,2,0,0,1,0,0,359,3483074,580512.33,44089.54,"High Income",2976,2976,0,0,0,0,"Female"
"C00003273","Zechariah Ronnie Figueroa","zechariah.figueroa@gmail.com",82,"User","A00002712","Massachusetts","Northeast","New England","No Card",6,79,0,0,0,"No Loan",6,0,0,1,3,0,2,0,5,0,1,0,0,0,359,3483074,580512.33,44089.54,"High Income",2976,2976,0,0,0,0,"Male"
"C00003274","Harley Kolten Harmon","harley.harmon@outlook.com",71,"Owner","A00002713","Hawaii","West","Pacific","No Card",5,67,0,0,0,"No Loan",2,0,0,0,1,1,0,0,2,0,0,0,0,0,281,3873133,774626.6,57807.96,"High Income",3387,3387,0,0,0,0,"Male"
"C00003275","April Kenzi Cartwright","april.cartwright@gmail.com",75,"User","A00002713","Hawaii","West","Pacific","No Card",5,67,0,0,0,"No Loan",6,0,0,1,2,3,0,0,4,2,0,0,0,0,281,3873133,774626.6,57807.96,"High Income",3387,3387,0,0,0,0,"Female"
"C00003277","Kylan Stetson Paul","kylan.paul@gmail.com",33,"Owner","A00002715","Montana","West","Mountain","No Card",2,25,0,0,0,"No Loan",2,0,0,0,0,1,1,0,1,0,0,0,0,0,77,833040,416520,33321.6,"High Networth",2219,1707,296,0,0,216,"Male"
"C00003278","Gwendolyn Mireya Coates","gwendolyn.coates@gmail.com",37,"User","A00002715","Montana","West","Mountain","No Card",2,25,0,0,0,"No Loan",3,0,0,0,1,1,1,0,1,2,0,0,0,0,77,833040,416520,33321.6,"High Networth",2219,1707,296,0,0,216,"Female"
"C00003279","Anaya Adalie Davison","anaya.davison@gmail.com",45,"Owner","A00002716","Rhode Island","Northeast","New England","VISA Signature",3,45,0,0,0,"No Loan",1,0,0,1,0,0,0,0,1,0,0,0,0,0,225,2834095,944698.33,62979.89,"High Networth",8445,989,0,0,0,7456,"Female"
"C00003280","Fletcher Willie Manning","fletcher.manning@gmail.com",41,"User","A00002716","Rhode Island","Northeast","New England","No Card",3,45,0,0,0,"No Loan",6,0,0,2,1,3,0,0,2,0,1,1,0,0,225,2834095,944698.33,62979.89,"High Networth",8445,989,0,0,0,7456,"Male"
"C00003281","Rohan Jeffery Garner","rohan.garner@outlook.com",49,"Owner","A00002717","Illinois","Northeast","East North Central","No Card",3,39,0,0,0,"No Loan",6,0,0,1,1,4,0,0,4,2,0,0,0,0,134,994175,331391.67,25491.67,"High Income",2271,2271,0,0,0,0,"Male"
"C00003283","Bronson Elisha Reese","bronson.reese@outlook.com",66,"Owner","A00002719","Michigan","Midwest","East North Central","No Card",3,44,0,0,0,"No Loan",5,0,1,0,0,4,0,0,2,1,0,1,0,0,178,1318733,439577.67,29971.2,"High Income",2889,2889,0,0,0,0,"Male"
"C00003284","Jefferson Maxim Francis","jefferson.francis@gmail.com",63,"Owner","A00002720","Florida","South","South Atlantic","No Card",2,28,93888,36,2608,"C",5,0,0,1,1,3,0,0,3,1,1,0,0,0,167,2334502,1167251,83375.07,"High Networth",13533.2,6206,0,0,2608.2,4719,"Male"
"C00003285","Baylee Avalon Regan","baylee.regan@hotmail.com",56,"User","A00002720","Florida","South","South Atlantic","No Card",2,28,93888,36,2608,"C",3,0,0,0,3,0,0,0,2,0,0,0,0,0,167,2334502,1167251,83375.07,"High Networth",13533.2,6206,0,0,2608.2,4719,"Female"
"C00003286","Brinley Jael Ramey","brinley.ramey@gmail.com",27,"Owner","A00002721","Illinois","Northeast","East North Central","No Card",1,23,0,0,0,"No Loan",4,0,0,1,2,1,0,0,1,2,0,0,0,0,88,1327170,1327170,57703.04,"High Networth",3996,1544,179,0,0,2273,"Female"
"C00003287","Rayden Kendall Burgess","rayden.burgess@gmail.com",21,"User","A00002721","Illinois","Northeast","East North Central","No Card",1,23,0,0,0,"No Loan",4,0,0,0,1,1,2,0,4,0,0,0,0,0,88,1327170,1327170,57703.04,"High Networth",3996,1544,179,0,0,2273,"Male"
"C00003288","Terrance Harry Adkins","terrance.adkins@outlook.com",74,"Owner","A00002722","Massachusetts","Northeast","New England","No Card",2,27,0,0,0,"No Loan",4,0,0,2,0,2,0,0,3,1,0,0,0,0,71,788211,394105.5,29193,"High Income",1671,1671,0,0,0,0,"Male"
"C00003289","Sierra Lakyn Koenig","sierra.lakyn.koenig@gmail.com",22,"Owner","A00002723","New York","Northeast","Middle Atlantic","No Card",4,55,0,0,0,"No Loan",5,0,1,0,1,3,0,0,2,1,1,1,0,0,253,870156,217539,15821.02,"Upper-Middle Income",5546,5546,0,0,0,0,"Female"
"C00003290","Annalise Suri Kraft","annalise.kraft@gmail.com",30,"Owner","A00002724","Tennessee","South","East South Central","No Card",3,38,0,0,0,"No Loan",4,0,0,0,0,4,0,0,2,0,1,0,0,0,149,1133486,377828.67,29828.58,"High Income",6399,6399,0,0,0,0,"Female"
"C00003291","Marc Leandro Goodman","marc.goodman@outlook.com",53,"Owner","A00002725","Connecticut","Northeast","New England","VISA Signature",2,31,69624,36,1934,"C",1,0,0,0,0,1,0,0,1,0,0,0,0,0,160,3320599,1660299.5,107116.1,"High Networth",5658,3197,461,0,1934,66,"Male"
"C00003292","Morgan Aaden Curry","morgan.curry@hotmail.com",60,"Owner","A00002726","New Mexico","West","Mountain","VISA Infinite",4,54,0,0,0,"No Loan",3,0,0,0,0,2,1,0,1,2,0,0,0,0,256,3482105,870526.25,64483.43,"High Income",5297,5297,0,0,0,0,"Male"
"C00003294","Valentino Channing Brady","valentino.brady@yahoo.com",42,"Owner","A00002728","Connecticut","Northeast","New England","No Card",2,28,156420,60,2607,"C",1,0,0,0,1,0,0,0,1,0,0,0,0,0,107,831733,415866.5,29704.75,"High Income",13829,11222,0,0,2607,0,"Male"
"C00003295","Serena Abbygail Engel","serena.engel@gmail.com",33,"Owner","A00002729","North Dakota","Midwest","West North Central","No Card",4,57,0,0,0,"No Loan",2,0,0,0,0,2,0,0,1,1,0,0,0,0,271,1746700,436675,30643.86,"High Income",8733,8733,0,0,0,0,"Female"
"C00003296","Demetrius Kohen Christensen","demetrius.christensen@gmail.com",30,"Owner","A00002730","Minnesota","Midwest","West North Central","No Card",3,42,0,0,0,"No Loan",4,0,0,0,2,2,0,0,2,2,0,0,0,0,153,1215900,405300,28950,"High Income",2284,2284,0,0,0,0,"Male"
"C00003297","Kristian Yousef Potter","kristian.potter@outlook.com",31,"Owner","A00002731","New York","Northeast","Middle Atlantic","VISA Signature",4,49,0,0,0,"No Loan",5,0,0,1,3,1,0,0,4,1,0,0,0,0,215,2114503,528625.75,43153.12,"High Income",5044,5044,0,0,0,0,"Male"
"C00003299","Macy Kalea Winn","macy.winn@outlook.com",38,"Owner","A00002733","New York","Northeast","Middle Atlantic","No Card",5,70,0,0,0,"No Loan",1,0,0,0,0,0,1,0,1,0,0,0,0,0,344,4763519,952703.8,68050.27,"High Networth",2325,780,0,0,0,1545,"Female"
"C00003300","Hezekiah Darian Walton","hezekiah.walton@gmail.com",49,"Owner","A00002734","Connecticut","Northeast","New England","No Card",2,34,0,0,0,"No Loan",3,0,0,0,1,2,0,0,2,0,1,0,0,0,165,1599887,799943.5,47055.5,"High Networth",5486,883,1293,0,0,3310,"Male"
"C00003302","Miracle Pepper Steward","miracle.steward@hotmail.com",35,"Owner","A00002736","Connecticut","Northeast","New England","No Card",6,76,0,0,0,"No Loan",2,0,0,0,1,1,0,0,0,1,0,1,0,0,340,1424048,237341.33,18737.47,"Upper-Middle Income",4604,4604,0,0,0,0,"Female"
"C00003303","Lee Enoch Goodwin","lee.goodwin@gmail.com",35,"User","A00002736","Connecticut","Northeast","New England","No Card",6,76,0,0,0,"No Loan",6,0,0,0,3,3,0,0,4,1,0,0,0,0,340,1424048,237341.33,18737.47,"Upper-Middle Income",4604,4604,0,0,0,0,"Male"
"C00003304","Alessandro Mayson Mullins","alessandro.mullins@gmail.com",60,"Owner","A00002737","Massachusetts","Northeast","New England","No Card",3,40,0,0,0,"No Loan",3,0,0,1,2,0,0,0,2,1,0,0,0,0,170,1647485,549161.67,41187.13,"High Income",4456,4456,0,0,0,0,"Male"
"C00003305","Madelynn Yaneli Link","madelynn.link@gmail.com",28,"Owner","A00002738","New Hampshire","Northeast","New England","No Card",5,71,0,0,0,"No Loan",3,0,0,1,2,0,0,0,2,1,0,0,0,0,408,3541248,708249.6,49876.73,"High Networth",8914,7762,0,0,0,1152,"Female"
"C00003306","Makai Neymar Molina","makai.molina@gmail.com",51,"Owner","A00002739","Texas","South","West South Central","No Card",5,71,0,0,0,"No Loan",1,0,0,0,0,0,1,0,1,0,0,0,0,0,352,2865131,573026.2,40353.96,"High Networth",4587,414,0,0,0,4173,"Male"
"C00003308","Rex Giovani Webster","rex.webster@gmail.com",51,"Owner","A00002741","Kentucky","South","East South Central","VISA Signature",6,76,0,0,0,"No Loan",3,0,0,0,2,1,0,0,3,0,0,0,0,0,315,64275,10712.5,845.72,"Lower Income",0,0,0,0,0,0,"Male"
"C00003309","Freya Denisse Bragg","freya.bragg@outlook.com",57,"User","A00002741","Kentucky","South","East South Central","No Card",6,76,0,0,0,"No Loan",7,0,0,1,2,3,1,1,5,1,0,0,0,0,315,64275,10712.5,845.72,"Lower Income",0,0,0,0,0,0,"Female"
"C00003310","Callum Alfonso Fischer","callum.fischer@gmail.com",45,"Owner","A00002742","Minnesota","Midwest","West North Central","VISA Signature",5,60,0,0,0,"No Loan",4,0,0,2,2,0,0,0,4,0,0,0,0,0,337,4974518,994903.6,82908.63,"High Networth",5006,128,0,0,0,4878,"Male"
"C00003311","Kamari Duncan Campos","kamari.campos@hotmail.com",45,"Owner","A00002743","Massachusetts","Northeast","New England","No Card",2,29,0,0,0,"No Loan",8,0,0,0,3,4,1,0,7,1,0,0,0,0,128,1282896,641448,44237.79,"High Networth",8011,3330,1870,0,0,2811,"Male"
"C00003312","Macie Queen Piper","macie.piper@gmail.com",28,"Owner","A00002744","California","West","Pacific","No Card",2,30,0,0,0,"No Loan",5,0,1,0,2,2,0,0,3,0,0,1,0,0,82,1199844,599922,39994.8,"High Income",14384,14384,0,0,0,0,"Female"
"C00003313","Helen Vivianne Huggins","helen.huggins@gmail.com",53,"Owner","A00002745","Massachusetts","Northeast","New England","No Card",2,25,0,0,0,"No Loan",5,0,0,0,3,2,0,0,5,0,0,0,0,0,104,1762469,881234.5,70498.76,"High Networth",9527,1076,1465,0,0,6986,"Female"
"C00003314","Bethany Aarna Michel","bethany.michel@outlook.com",68,"Owner","A00002746","Louisiana","South","West South Central","No Card",3,38,0,0,0,"No Loan",4,0,0,2,1,1,0,0,3,0,0,0,0,0,144,1580846,526948.67,41601.21,"High Income",2404,2404,0,0,0,0,"Female"
"C00003315","Casen Anders Avila","casen.anders.avila@gmail.com",65,"User","A00002746","Louisiana","South","West South Central","No Card",3,38,0,0,0,"No Loan",3,0,0,0,2,1,0,0,3,0,0,0,0,0,144,1580846,526948.67,41601.21,"High Income",2404,2404,0,0,0,0,"Male"
"C00003316","Leia Emeri Healy","leia.healy@gmail.com",52,"Owner","A00002747","New York","Northeast","Middle Atlantic","No Card",5,62,0,0,0,"No Loan",5,0,0,0,2,3,0,1,3,1,0,0,0,0,246,1094884,218976.8,17659.42,"Upper-Middle Income",3826,3826,0,0,0,0,"Female"
"C00003317","Tripp Braeden Sherman","tripp.sherman@outlook.com",49,"User","A00002747","New York","Northeast","Middle Atlantic","No Card",5,62,0,0,0,"No Loan",5,0,1,0,0,4,0,0,4,1,0,0,0,0,246,1094884,218976.8,17659.42,"Upper-Middle Income",3826,3826,0,0,0,0,"Male"
"C00003319","Harlow Yvette Jacob","harlow.jacob@hotmail.com",20,"Owner","A00002749","New York","Northeast","Middle Atlantic","VISA Standard",5,65,0,0,0,"No Loan",5,0,0,0,1,2,2,0,3,2,0,0,0,0,364,2159428,431885.6,33221.97,"High Income",14520,14520,0,0,0,0,"Female"
"C00003320","Callan Dwayne Todd","callan.todd@outlook.com",27,"User","A00002749","New York","Northeast","Middle Atlantic","No Card",5,65,0,0,0,"No Loan",1,0,0,0,0,1,0,0,1,0,0,0,0,0,364,2159428,431885.6,33221.97,"High Income",14520,14520,0,0,0,0,"Male"
"C00003321","Blake Anita Mcdonough","blake.mcdonough@yahoo.com",30,"Owner","A00002750","Oklahoma","South","West South Central","No Card",4,54,0,0,0,"No Loan",3,0,0,1,1,1,0,0,2,0,0,0,1,0,295,2833314,708328.5,52468.78,"High Networth",3979,1750,0,0,0,2229,"Female"
"C00003322","Stanley Keagan Chang","stanley.chang@gmail.com",51,"Owner","A00002751","Iowa","Midwest","West North Central","No Card",4,54,0,0,0,"No Loan",5,0,0,0,3,2,0,0,2,1,1,0,0,0,289,3211886,802971.5,59479.37,"High Networth",3783,826,0,0,0,2957,"Male"
"C00003324","Angelica Elana Colbert","angelica.colbert@outlook.com",28,"Owner","A00002753","Hawaii","West","Pacific","No Card",3,44,66432,24,2768,"C",4,0,0,1,1,2,0,0,3,0,0,0,0,0,213,3277508,1092502.67,74488.82,"High Networth",9637,6869,0,0,2768,0,"Female"
"C00003325","Toby Felipe Blake","toby.blake@gmail.com",36,"User","A00002753","Hawaii","West","Pacific","No Card",3,44,66432,24,2768,"C",2,0,0,0,1,1,0,0,0,2,0,0,0,0,213,3277508,1092502.67,74488.82,"High Networth",9637,6869,0,0,2768,0,"Male"
"C00003326","Marilyn Gwenyth Zepeda","marilyn.zepeda@outlook.com",47,"Owner","A00002754","Massachusetts","Northeast","New England","No Card",3,45,335280,48,6985,"C",5,0,0,0,2,3,0,0,3,2,0,0,0,0,239,5327683,1775894.33,118392.96,"High Networth",10093.3,2882,0,0,6985.3,226,"Female"
"C00003327","Viviana Jaylen Hoang","viviana.hoang@gmail.com",62,"Owner","A00002755","Missouri","Midwest","West North Central","No Card",4,57,0,0,0,"No Loan",4,0,0,0,2,2,0,1,1,1,0,1,0,0,268,3217490,804372.5,56447.19,"High Networth",3767,3767,0,0,0,0,"Female"
"C00003328","Elian Fisher Malone","elian.malone@hotmail.com",33,"Owner","A00002756","Louisiana","South","West South Central","No Card",2,24,0,0,0,"No Loan",3,0,0,1,1,1,0,0,2,0,0,0,1,0,66,145886,72943,6078.58,"Middle Income",8702,8702,0,0,0,0,"Male"
"C00003329","Langston Stefan Wolf","langston.wolf@gmail.com",38,"Owner","A00002757","Texas","South","West South Central","No Card",3,41,0,0,0,"No Loan",5,0,0,1,3,1,0,0,5,0,0,0,0,0,140,1000327,333442.33,24398.22,"High Income",2077,2077,0,0,0,0,"Male"
"C00003330","Francesca Kamiya Dugan","francesca.dugan@gmail.com",44,"User","A00002757","Texas","South","West South Central","No Card",3,41,0,0,0,"No Loan",9,0,1,0,1,7,0,0,4,2,1,1,0,0,140,1000327,333442.33,24398.22,"High Income",2077,2077,0,0,0,0,"Female"
"C00003331","Juniper Lela Kilgore","juniper.kilgore@gmail.com",29,"Owner","A00002758","California","West","Pacific","No Card",6,77,0,0,0,"No Loan",7,0,0,3,0,4,0,0,4,2,1,0,0,0,397,2048650,341441.67,26605.84,"High Income",4692,4692,0,0,0,0,"Female"
"C00003332","Carolina Marion Meade","carolina.meade@gmail.com",30,"Owner","A00002759","California","West","Pacific","No Card",3,36,0,0,0,"No Loan",1,0,0,0,1,0,0,0,1,0,0,0,0,0,144,622396,207465.33,17288.78,"Upper-Middle Income",12692,12692,0,0,0,0,"Female"
"C00003333","Jazmin Quincy Guillen","jazmin.guillen@outlook.com",50,"Owner","A00002760","Michigan","Midwest","East North Central","VISA Signature",2,31,0,0,0,"No Loan",6,0,0,1,4,1,0,0,5,1,0,0,0,0,130,1336841,668420.5,43123.9,"High Networth",9845,5369,0,0,0,4476,"Female"
"C00003334","Melvin Trace Hodges","melvin.hodges@gmail.com",32,"Owner","A00002761","New York","Northeast","Middle Atlantic","No Card",2,34,0,0,0,"No Loan",3,0,0,0,0,3,0,0,3,0,0,0,0,0,121,317007,158503.5,9323.74,"Upper-Middle Income",6238,6238,0,0,0,0,"Male"
"C00003335","Payton Aydin Juarez","payton.juarez@outlook.com",32,"Owner","A00002762","Tennessee","South","East South Central","No Card",6,79,111384,24,4641,"A",2,0,0,0,0,2,0,0,2,0,0,0,0,0,634,7656364,1276060.67,96916,"High Networth",12266,6892,0,0,4641,733,"Male"
"C00003336","Emely Amyra Do","emely.do@gmail.com",48,"Owner","A00002763","Arizona","West","Mountain","No Card",6,80,0,0,0,"No Loan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,2650276,441712.67,33128.45,"High Income",13671.2,9480,0,4191.2,0,0,"Female"
"C00003337","Flynn Anson Gill","flynn.gill@hotmail.com",47,"Owner","A00002764","Connecticut","Northeast","New England","VISA Signature",3,38,0,0,0,"No Loan",4,0,0,0,1,3,0,0,4,0,0,0,0,0,180,2780780,926926.67,73178.42,"High Networth",3406,1024,0,0,0,2382,"Male"
"C00003338","Maliyah Anjali Hinojosa","maliyah.hinojosa@gmail.com",57,"Owner","A00002765","Massachusetts","Northeast","New England","No Card",2,25,0,0,0,"No Loan",3,0,0,0,1,2,0,0,1,1,0,1,0,0,64,204508,102254,8180.32,"Middle Income",5254,5254,0,0,0,0,"Female"
"C00003339","Cataleya Bridgette Goode","cataleya.goode@gmail.com",24,"Owner","A00002766","Iowa","Midwest","West North Central","VISA Signature",2,32,0,0,0,"No Loan",1,0,0,0,0,1,0,0,0,1,0,0,0,0,110,862595,431297.5,26956.09,"High Income",3498,3498,0,0,0,0,"Female"
"C00003340","Jamir Clyde Farmer","jamir.farmer@outlook.com",23,"Owner","A00002767","Texas","South","West South Central","No Card",3,43,0,0,0,"No Loan",3,0,0,1,2,0,0,0,1,2,0,0,0,0,228,3512173,1170724.33,81678.44,"High Networth",7272,4664,1275,0,0,1333,"Male"
"C00003341","Jillian Charlene Arrington","jillian.charlene.arrington@gmail.com",31,"User","A00002767","Texas","South","West South Central","No Card",3,43,0,0,0,"No Loan",3,0,0,0,1,1,1,0,2,0,0,0,0,0,228,3512173,1170724.33,81678.44,"High Networth",7272,4664,1275,0,0,1333,"Female"
"C00003342","Kyree Blaise Hines","kyree.hines@gmail.com",26,"Owner","A00002768","Connecticut","Northeast","New England","No Card",5,70,0,0,0,"No Loan",3,0,0,1,1,1,0,0,3,0,0,0,0,0,326,3482631,696526.2,49751.87,"High Income",2155,2155,0,0,0,0,"Male"
"C00003344","Aryan Canaan Gallagher","aryan.gallagher@outlook.com",38,"Owner","A00002770","Montana","West","Mountain","No Card",5,70,0,0,0,"No Loan",6,0,1,1,1,3,0,0,4,0,0,0,0,0,461,7191019,1438203.8,102728.84,"High Networth",2570,494,494,0,0,1582,"Male"
"C00003345","Joy Eunice Gary","joy.gary@hotmail.com",59,"Owner","A00002771","Mississippi","South","East South Central","No Card",6,74,0,0,0,"No Loan",5,0,0,1,1,3,0,1,2,1,1,0,0,0,376,2469243,411540.5,33368.15,"High Income",8767,7288,0,1479,0,0,"Female"
"C00003346","Axton Maxton Duran","axton.duran@outlook.com",58,"User","A00002771","Mississippi","South","East South Central","No Card",6,74,0,0,0,"No Loan",3,0,0,2,0,1,0,0,1,2,0,0,0,0,376,2469243,411540.5,33368.15,"High Income",8767,7288,0,1479,0,0,"Male"
"C00003347","Azariah Alexzander Hubbard","azariah.hubbard@yahoo.com",64,"Owner","A00002772","Tennessee","South","East South Central","No Card",3,44,0,0,0,"No Loan",5,0,0,1,3,1,0,0,2,2,0,0,0,0,185,914767,304922.33,20790.16,"High Income",7594,7594,0,0,0,0,"Male"
"C00003348","Abby Indie Snell","abby.snell@gmail.com",21,"Owner","A00002773","Connecticut","Northeast","New England","VISA Standard",3,40,0,0,0,"No Loan",4,0,0,1,1,2,0,0,3,0,0,0,0,0,241,3406836,1135612,85170.9,"High Networth",3603,3354,36,0,0,213,"Female"
"C00003349","Branson Billy Cannon","branson.cannon@gmail.com",36,"Owner","A00002774","Montana","West","Mountain","No Card",3,45,0,0,0,"No Loan",3,0,1,0,0,2,0,0,3,0,0,0,0,0,171,653542,217847.33,14523.16,"Upper-Middle Income",3628,3628,0,0,0,0,"Male"
"C00003350","Reese Harold Miranda","reese.miranda@outlook.com",49,"Owner","A00002775","Idaho","West","Mountain","No Card",1,22,0,0,0,"No Loan",2,0,0,0,1,1,0,0,1,0,0,0,0,0,59,1376982,1376982,62590.09,"High Networth",12146.5,8691,0,3455.5,0,0,"Male"
"C00003351","Malaysia Jersey Willard","malaysia.willard@gmail.com",57,"User","A00002775","Idaho","West","Mountain","No Card",1,22,0,0,0,"No Loan",2,0,0,0,0,2,0,0,1,1,0,0,0,0,59,1376982,1376982,62590.09,"High Networth",12146.5,8691,0,3455.5,0,0,"Female"
"C00003352","Adonis Baylor Wang","adonis.wang@outlook.com",80,"Owner","A00002776","Minnesota","Midwest","West North Central","No Card",2,26,0,0,0,"No Loan",4,0,0,0,0,4,0,0,1,3,0,0,0,0,67,452324,226162,17397.08,"Upper-Middle Income",1647,1647,0,0,0,0,"Male"
"C00003353","Nylah Rosalind Renteria","nylah.renteria@gmail.com",80,"User","A00002776","Minnesota","Midwest","West North Central","No Card",2,26,0,0,0,"No Loan",4,0,0,2,1,0,1,0,3,0,0,0,0,0,67,452324,226162,17397.08,"Upper-Middle Income",1647,1647,0,0,0,0,"Female"
"C00003355","Thaddeus Gordon Saunders","thaddeus.saunders@gmail.com",47,"Owner","A00002778","Connecticut","Northeast","New England","No Card",5,70,0,0,0,"No Loan",5,0,0,1,0,3,1,0,3,1,0,0,0,0,360,2908686,581737.2,41552.66,"High Networth",6013,192,0,0,0,5821,"Male"
"C00003356","Zeke Rene Tate","zeke.tate@gmail.com",25,"Owner","A00002779","Connecticut","Northeast","New England","VISA Signature",6,76,0,0,0,"No Loan",2,0,0,0,1,1,0,0,2,0,0,0,0,0,531,13595760,2265960,178891.58,"High Networth",8311,8262,10,0,0,39,"Male"
"C00003357","Evelynn Malina Gallo","evelynn.gallo@gmail.com",45,"Owner","A00002780","Connecticut","Northeast","New England","VISA Signature",3,46,0,0,0,"No Loan",2,0,0,0,2,0,0,0,2,0,0,0,0,0,163,271602,90534,5904.39,"Middle Income",0,0,0,0,0,0,"Female"
"C00003359","Blaze Vincenzo Hammond","blaze.hammond@outlook.com",54,"Owner","A00002782","New York","Northeast","Middle Atlantic","No Card",2,32,0,0,0,"No Loan",3,0,0,1,0,2,0,0,2,1,0,0,0,0,110,1477091,738545.5,46159.09,"High Income",2602.8,0,0,2602.8,0,0,"Male"
"C00003360","Nia Sapphire Hankins","nia.hankins@gmail.com",23,"Owner","A00002783","Delaware","South","South Atlantic","VISA Signature",3,47,0,0,0,"No Loan",3,0,0,0,3,0,0,0,1,1,0,1,0,0,215,349772,116590.67,7441.96,"Middle Income",0,0,0,0,0,0,"Female"
"C00003361","Zuri Arianny Montano","zuri.montano@outlook.com",69,"Owner","A00002784","North Dakota","Midwest","West North Central","No Card",2,24,0,0,0,"No Loan",2,0,0,0,0,2,0,0,1,0,0,0,0,0,55,664046,332023,27668.58,"High Income",3307,3307,0,0,0,0,"Female"
